,date_witness,date_agent,witness,agent,latitude,longitude,city,country,region_hq,has_weapon,has_hat,has_jacket,behavior
997,1992-04-22,1992-06-08,Dylan Howard,Melinda Soto,33.54428,-84.23381,Stockbridge,US,New York,False,True,True,tense
998,1998-09-07,1998-10-03,Paula Hamilton,Cynthia Villegas,31.12406,-97.90308,Copperas Cove,US,Chicago,False,True,True,friendly
999,2016-10-22,2016-12-03,John Miller,Laura Reynolds,39.78504,-85.76942,Greenfield,US,Indiana,False,True,True,oblivious
1000,2020-10-09,2020-10-28,Jessica Strickland,Brittany Burnett,32.44874,-99.73314,Abilene,US,Chicago,False,False,True,fleeing
1001,2003-06-28,2003-08-22,Roger Pena,Katelyn Garcia,22.49396,-105.36369,Acaponeta,MX,Mazatlan,False,True,True,evasive
1002,1990-05-04,1990-06-17,Jeffrey Harris,Larry Wiggins,40.72816,-74.07764,Jersey City,US,New York,False,False,True,hostile
1003,2011-06-16,2011-06-24,Deanna Ray,Melvin Hansen,49.88307,-119.48568,Kelowna,CA,Vancouver,False,False,True,happy
1004,1997-05-13,1997-07-09,Sharon Morris,Linda Porter DVM,41.66394,-83.55521,Toledo,US,New York,False,True,True,friendly
1005,1998-05-09,1998-06-15,Jane Jones,Steven Edwards,46.23899,-63.13414,Charlottetown,CA,Halifax,False,True,False,sad
1006,1989-10-04,1989-11-19,Deborah Briggs,Larry Wiggins,18.65297,-72.09391,Thomazeau,HT,Port-au-Prince,False,False,True,accusatory
1007,2003-05-05,2003-05-16,Susan Grimes,Daniel Lewis,41.84364,-87.71255,South Lawndale,US,Chicago,False,False,True,fleeing
1008,2021-11-10,2021-11-14,Crystal Riley MD,Melinda Evans,18.42745,-67.15407,Aguadilla,PR,Puerto Rico,False,True,True,insulting
1009,1991-08-17,1991-08-28,Dennis Flynn,Brian Hickman,-3.74912,-73.25383,Iquitos,PE,Lima,False,False,True,friendly
1010,2012-10-02,2012-11-29,Mr. William Todd,Shelley Bullock,-8.05389,-34.88111,Recife,BR,Recife,False,True,True,scared
1011,2014-05-12,2014-05-12,Kyle Walker,Kathleen Hicks,41.66394,-83.55521,Toledo,US,New York,False,False,True,tense
1012,1991-09-08,1991-10-15,Brandon Brown,Destiny Peterson,-3.14306,-58.44417,Itacoatiara,BR,Manaus,False,True,True,complaining
1013,2010-08-16,2010-10-09,Lisa Wright,Megan Livingston,22.98212,-80.58556,Corralillo,CU,Havana,False,True,True,talkative
1014,2013-05-09,2013-05-21,April Black,Christopher Morris,33.44872,-86.78777,Vestavia Hills,US,Chicago,False,True,True,evasive
1015,2000-01-06,2000-02-29,David Miller,Jessica Duran,46.09273,-88.64235,Iron River,US,Menominee,False,True,True,over-complimenting
1016,2000-12-29,2001-02-06,Susan Reynolds,Richard Lambert,34.95303,-120.43572,Santa Maria,US,Los Angeles,False,True,True,oblivious
1017,1987-12-20,1988-01-12,Jennifer Hopkins,Karen Keller MD,41.27621,-72.86843,East Haven,US,New York,False,True,False,over-complimenting
1018,2006-04-06,2006-05-15,Brian Barnes,Timothy Davis,32.9156,-117.14392,Mira Mesa,US,Los Angeles,True,True,True,happy
1019,2005-03-21,2005-04-25,Steven Jordan,Sarah Green,36.02506,-86.77917,Brentwood Estates,US,Chicago,False,True,True,complaining
1020,1993-12-13,1994-02-10,Kathy Baker,Kayla Klein,36.06523,-119.01677,Porterville,US,Los Angeles,False,False,True,friendly
1021,1999-11-03,1999-11-18,Michelle Kim,Kristen Peterson,39.45621,-77.96389,Martinsburg,US,New York,False,False,True,panicking
1022,2014-12-25,2015-02-16,Rachel Williams,Karen Nguyen,43.54072,-116.56346,Nampa,US,Boise,False,True,True,hostile
1023,2019-01-26,2019-03-05,Patricia Welch,Gordon Jimenez,47.4943,-122.24092,Bryn Mawr-Skyway,US,Los Angeles,True,False,True,confessing
1024,2008-05-14,2008-06-19,John Hubbard,Zachary Hawkins,18.57677,-72.22625,Croix-des-Bouquets,HT,Port-au-Prince,False,False,True,panicking
1025,1988-03-16,1988-05-03,Melissa Aguilar,Sherry Aguilar,29.84576,-90.10674,Estelle,US,Chicago,False,True,True,complaining
1026,2015-06-06,2015-06-23,Jodi Bush,Amanda Brown,40.60538,-73.75513,Far Rockaway,US,New York,False,True,True,tense
1027,1997-03-25,1997-04-12,Jenna Smith,Ashley Taylor,45.49428,-122.86705,Aloha,US,Los Angeles,False,True,True,confessing
1028,1985-09-29,1985-10-27,Teresa Berg,Samuel Jackson,39.33427,-76.43941,Middle River,US,New York,False,False,True,panicking
1029,1995-12-23,1996-02-11,Leslie Rogers,Todd Garcia,41.15376,-87.88754,Bourbonnais,US,Chicago,False,True,True,hostile
1030,1988-12-06,1989-01-25,Shawn Wilcox,Carrie Jones,-28.24,-48.67028,Imbituba,BR,Sao Paulo,True,True,True,tense
1031,2010-01-20,2010-02-10,Joshua Hamilton,Caleb Cook,40.64621,-73.97069,Kensington,US,New York,True,True,True,talkative
1032,2018-10-31,2018-12-10,Christopher Cunningham,John Barr,-22.57306,-47.1725,Artur Nogueira,BR,Sao Paulo,False,True,True,over-complimenting
1033,1991-05-08,1991-05-10,Denise Miller,Kristin Werner,47.38093,-122.23484,Kent,US,Los Angeles,False,True,True,injured
1034,1991-07-22,1991-09-12,Rebecca Henderson,Laura Cook,-34.64167,-60.47389,Chacabuco,AR,Argentina,False,True,True,unhappy
1035,2022-01-18,2022-03-09,James Lucas,Gabrielle Mendez,40.94065,-73.99681,Dumont,US,New York,False,True,True,worried
1036,2010-02-04,2010-03-12,Christian Pearson,Judith Meyer,39.08367,-84.50855,Covington,US,New York,False,False,True,over-complimenting
1037,2005-05-28,2005-07-15,Emily Murillo,Emily Ruiz,41.72059,-87.70172,Evergreen Park,US,Chicago,False,False,True,silent
1038,1996-10-11,1996-11-29,Lisa Smith,Stephen Mills,36.91023,-121.75689,Watsonville,US,Los Angeles,False,False,True,scared
1039,1991-10-18,1991-12-11,Jeffery Smith,Jeremy Mason,34.09668,-117.71978,Claremont,US,Los Angeles,False,True,True,over-complimenting
1040,1989-03-26,1989-04-20,Andrew Johnson,Laura Cook,40.72371,-73.95097,Greenpoint,US,New York,False,True,True,out-of-control
1041,2003-11-12,2003-12-10,Andrea Moore,Melinda Soto,22.98212,-80.58556,Corralillo,CU,Havana,False,True,True,worried
1042,1993-04-01,1993-04-12,Brenda Price,Jamie Price,47.64995,-117.23991,Opportunity,US,Los Angeles,False,True,True,over-complimenting
1043,1998-06-28,1998-08-08,Shawn Jones,Gabriel Jones,5.6561,-75.87877,Andes,CO,Bogota,False,True,True,confessing
1044,1985-04-28,1985-06-17,Diana Butler,Kimberly Woods,30.5427,-97.54667,Hutto,US,Chicago,False,False,True,over-complimenting
1045,1987-10-06,1987-11-06,Anthony Rogers,Brett Wood,-22.53722,-42.98194,Guapimirim,BR,Sao Paulo,False,True,True,happy
1046,2005-09-24,2005-11-21,Debra Wilson,Jennifer Cook,-22.97056,-46.99583,Valinhos,BR,Sao Paulo,True,False,True,fleeing
1047,2019-05-22,2019-06-02,Louis Mclaughlin,Jessica Joseph,-14.66463,-52.35558,Nova Xavantina,BR,Cuiaba,False,False,True,unhappy
1048,1987-11-01,1987-11-23,Deborah Bartlett,Nicole Scott,32.44874,-99.73314,Abilene,US,Chicago,False,False,True,scared
1049,2015-03-22,2015-03-22,John Hall,Alvin Alvarez,16.75973,-93.11308,Tuxtla,MX,Mexico City,False,True,True,happy
1050,1989-02-09,1989-02-18,Walter Brock,Kathleen Hicks,45.44868,-73.81669,Pointe-Claire,CA,Toronto,False,False,True,talkative
1051,2000-12-17,2001-01-19,Phillip Michael,Samuel Jackson,49.88307,-119.48568,Kelowna,CA,Vancouver,False,True,True,out-of-control
1052,2010-11-08,2010-11-28,Jennifer Mcfarland,Sharon Young,18.20854,-71.10077,Santa Cruz de Barahona,DO,Santo Domingo,False,True,True,happy
1053,1996-05-23,1996-06-21,Edward Smith,Christopher Morrison,-22.92306,-53.13722,Loanda,BR,Sao Paulo,False,True,True,panicking
1054,1999-08-20,1999-10-12,Ricky Cox,Valerie Griffin,-4.42472,-41.45861,Pedro II,BR,Fortaleza,False,False,True,scared
1055,2019-08-05,2019-09-01,James Martin,Ryan Watkins,23.15678,-81.24441,Varadero,CU,Havana,False,True,True,injured
1056,1991-09-01,1991-09-29,Seth Atkinson,Kurt Clark,45.43341,-73.86586,Beaconsfield,CA,Toronto,False,False,True,friendly
1057,2001-09-18,2001-10-09,Ethan Thompson,Brian Torres,-10.91111,-37.07167,Aracaju,BR,Maceio,False,True,True,complaining
1058,2000-08-03,2000-09-28,Emily Mcconnell,Larry King,33.08014,-83.2321,Milledgeville,US,New York,False,False,True,tense
1059,2009-05-06,2009-05-18,Theresa Gomez,Melissa Ellis,21.01858,-101.2591,Guanajuato,MX,Mexico City,False,True,True,happy
1060,1997-04-01,1997-05-03,Ryan Bradford,Patricia Perez,33.45122,-86.99666,Hueytown,US,Chicago,False,True,True,lonely
1061,2004-05-08,2004-06-26,Karen Wilson,Ernest Spencer,40.72816,-74.07764,Jersey City,US,New York,False,False,False,complaining
1062,2021-09-14,2021-10-16,Lee Porter,Kari Chandler,33.7207,-116.21677,Indio,US,Los Angeles,False,True,True,complaining
1063,2002-09-24,2002-10-27,Daniel Hamilton,Steven Edwards,-21.41222,-42.19667,Miracema,BR,Sao Paulo,False,False,True,over-complimenting
1064,2018-02-11,2018-03-16,Isaac Cobb,Holly Chapman,40.58654,-122.39168,Redding,US,Los Angeles,True,False,True,complaining
1065,2000-03-03,2000-03-08,Emily Robinson,Julia Cannon,17.94979,-94.91386,Acayucan,MX,Mexico City,False,False,True,oblivious
1066,2006-01-09,2006-02-21,Tracie Rodriguez,Jane Huff,-2.90055,-79.00453,Cuenca,EC,Guayaquil,False,True,True,confessing
1067,2010-09-15,2010-09-28,Katherine Torres,Kathleen Castro,33.72255,-116.37697,Palm Desert,US,Los Angeles,False,False,True,complaining
1068,1995-09-26,1995-10-13,Jennifer Rios,Pamela Gonzales,42.35843,-71.05977,Boston,US,New York,False,True,False,scared
1069,1991-08-10,1991-08-23,Priscilla Stein,Chad Chandler,18.65297,-72.09391,Thomazeau,HT,Port-au-Prince,True,False,True,friendly
1070,2021-05-25,2021-07-16,Teresa Haynes,John Barr,38.58894,-89.99038,Fairview Heights,US,Chicago,False,True,True,unhappy
1071,1991-10-02,1991-11-13,Briana Gibson,Rachel Barnes,10.15031,-73.9614,El Copey,CO,Bogota,True,False,True,complaining
1072,2008-07-12,2008-08-14,Dr. Stefanie Shelton,Susan Thomas,33.35283,-111.78903,Gilbert,US,Phoenix,False,True,True,panicking
1073,2000-02-09,2000-04-08,Melissa Wright,Michael Riddle,-22.53722,-42.98194,Guapimirim,BR,Sao Paulo,True,True,True,panicking
1074,1998-09-14,1998-10-20,Christopher Munoz,Kerri Clay,19.64745,-102.04897,Paracho de Verduzco,MX,Mexico City,False,False,True,lonely
1075,2020-02-29,2020-04-25,Joshua Meyer,Laura Reynolds,40.56754,-89.64066,Pekin,US,Chicago,False,True,True,oblivious
1076,1989-03-28,1989-04-21,Molly Smith,Kathleen Hicks,40.81,-73.9625,Morningside Heights,US,New York,False,True,True,evasive
1077,1987-06-16,1987-07-15,Rhonda Hoffman,Brandy Mendez,40.60538,-73.75513,Far Rockaway,US,New York,False,True,True,injured
1078,1994-01-22,1994-02-12,Cheryl Crosby,Paul Garner,42.24113,-88.3162,Crystal Lake,US,Chicago,True,False,True,accusatory
1079,2019-06-03,2019-06-15,Eric Phillips,Hannah Lindsey,39.71734,-74.96933,Sicklerville,US,New York,False,True,True,confessing
1080,2008-08-23,2008-08-29,Daniel Mckenzie,Alexa Flores,47.38093,-122.23484,Kent,US,Los Angeles,False,True,False,friendly
1081,2008-07-28,2008-09-07,Gregory Day,Richard Reyes,30.16688,-96.39774,Brenham,US,Chicago,False,False,False,out-of-control
1082,2015-08-07,2015-09-02,Isabella Rogers,Justin White,21.28306,-89.66123,Progreso,MX,Merida,False,False,True,talkative
1083,2000-08-27,2000-10-21,Melinda Dalton,Charles Mitchell,46.09273,-88.64235,Iron River,US,Menominee,False,True,True,oblivious
1084,1989-11-07,1989-12-21,Alicia Thompson,Kim Dyer,41.9001,-71.08977,Taunton,US,New York,False,False,True,out-of-control
1085,1986-11-25,1986-12-18,Robert Bradford,Timothy Frank,25.87972,-97.50417,Heroica Matamoros,MX,Matamoros,False,True,True,over-complimenting
1086,1985-12-14,1986-01-02,Melanie Cabrera MD,Shelley Sheppard,40.67705,-73.89125,Cypress Hills,US,New York,False,True,True,talkative
1087,2007-02-12,2007-04-11,Anne Sims,Brian Delacruz,40.72371,-73.95097,Greenpoint,US,New York,False,True,True,evasive
1088,2022-06-03,2022-06-10,Jose Blair,Jessica Rogers,43.54072,-116.56346,Nampa,US,Boise,False,False,True,out-of-control
1089,1987-10-27,1987-11-09,Allen Hall,Susan Thomas,-19.32556,-41.25528,Resplendor,BR,Sao Paulo,False,True,True,lonely
1090,2006-08-20,2006-08-24,Nicole Stark,Beth Cuevas,34.77453,-96.67834,Ada,US,Chicago,False,False,True,talkative
1091,1988-04-27,1988-06-03,Vicki Griffith,Rebecca Rodriguez,40.82232,-74.15987,Nutley,US,New York,True,True,True,worried
1092,2022-03-09,2022-04-26,Heather Richards,Emily Ruiz,41.57721,-93.71133,West Des Moines,US,Chicago,False,False,True,scared
1093,2019-07-25,2019-08-06,Zachary Jacobson,Crystal Kelly,29.84576,-90.10674,Estelle,US,Chicago,False,True,True,oblivious
1094,1992-06-28,1992-07-09,Karen Kelly,Jennifer Snyder,41.48199,-81.79819,Lakewood,US,New York,False,True,True,worried
1095,1991-04-15,1991-04-24,Tiffany Russell,Joseph Arellano,-2.13404,-79.59415,Milagro,EC,Guayaquil,False,False,True,worried
1096,2017-07-23,2017-08-17,Cassandra Clark,Destiny Peterson,9.91861,-68.30472,Tinaquillo,VE,Caracas,False,False,True,complaining
1097,2006-11-26,2006-11-26,Ashley Peck,Teresa Sanchez,14.67751,-60.94228,Le Robert,MQ,Martinique,False,False,True,scared
1098,2003-05-12,2003-06-13,Anita Dillon,Stephen Ferguson,44.73941,-93.12577,Rosemount,US,Chicago,False,True,True,talkative
1099,2008-01-25,2008-03-14,Mrs. Emily Hodges DDS,Andrew Miranda,47.64995,-117.23991,Opportunity,US,Los Angeles,False,False,True,silent
1100,2016-02-10,2016-03-17,Karen Bradley,Ashley Carr,41.8542,-87.66561,Lower West Side,US,Chicago,False,True,True,tense
1101,2005-09-12,2005-10-27,Kristen Leach,Connie Ramos,40.65538,-74.38987,Scotch Plains,US,New York,False,True,True,friendly
1102,2005-12-13,2006-01-23,Emily Gray,Jamie Martin,-17.74431,-48.62789,Caldas Novas,BR,Sao Paulo,True,True,True,confessing
1103,2004-05-01,2004-05-11,Kendra Kelley,Justin Whitehead,-22.57306,-47.1725,Artur Nogueira,BR,Sao Paulo,True,True,True,sad
1104,2007-01-01,2007-01-14,Brian Sanchez,Reginald Harvey,-19.72806,-50.19556,Iturama,BR,Sao Paulo,True,True,True,worried
1105,2000-03-31,2000-05-25,Sara Gomez,Brendan Love,14.93333,-91.11667,Chichicastenango,GT,Guatemala,False,True,True,paranoid
1106,2014-10-16,2014-11-13,Mark Evans,Kenneth Stevenson,9.91861,-68.30472,Tinaquillo,VE,Caracas,False,False,True,lonely
1107,2016-01-27,2016-03-26,Jennifer Fisher,Nancy White,34.09611,-118.10583,San Gabriel,US,Los Angeles,False,True,True,worried
1108,1993-08-12,1993-10-09,Sheila Brown,Jeffrey Bush,-31.25033,-61.4867,Rafaela,AR,Argentina,False,True,True,over-complimenting
1109,1996-05-01,1996-05-26,Jared Davis,Nicholas Powell,40.68066,-73.47429,Massapequa,US,New York,False,False,True,happy
1110,2004-11-25,2005-01-22,Lisa Andrews,Jeremy Mason,44.27804,-88.27205,Kaukauna,US,Chicago,False,True,True,sad
1111,2010-03-27,2010-04-25,George Bryant,Michelle Green,19.32932,-98.1664,Contla,MX,Mexico City,True,False,True,complaining
1112,2011-01-10,2011-02-15,Joshua Howe MD,Megan West,34.21639,-119.0376,Camarillo,US,Los Angeles,False,True,True,insulting
1113,2011-10-16,2011-11-02,Cameron Pratt,Shawn Huang,26.18924,-98.15529,San Juan,US,Chicago,True,False,True,injured
1114,1993-09-09,1993-09-10,Isaac Cox,Parker Mitchell,40.68066,-73.47429,Massapequa,US,New York,True,False,True,panicking
1115,1997-07-29,1997-08-05,Lindsey Watts,Frank Gutierrez,-8.28333,-35.03333,Cabo,BR,Recife,False,True,True,complaining
1116,2005-09-09,2005-09-27,Laura Torres,James Williams,31.12406,-97.90308,Copperas Cove,US,Chicago,False,True,True,injured
1117,1988-09-13,1988-11-03,Jacqueline Edwards,Nicole Hart,-4.24444,-42.29444,Barras,BR,Fortaleza,False,True,True,scared
1118,2019-02-10,2019-02-27,Danielle Brown,Kayla Klein,40.67705,-73.89125,Cypress Hills,US,New York,False,True,True,tense
1119,1989-05-20,1989-05-26,Matthew Baker,Charles Moran,9.15093,-79.62098,Chilibre,PA,Panama,False,True,True,scared
1120,1990-08-18,1990-10-05,Brian Baker,David Wagner,33.92946,-116.97725,Beaumont,US,Los Angeles,False,True,True,over-complimenting
1121,2003-02-03,2003-03-05,Ann Cobb,John Carlson,-30.60106,-71.19901,Ovalle,CL,Santiago,False,True,True,paranoid
1122,2016-03-16,2016-04-10,Carmen Miller,Alexa Flores,47.4943,-122.24092,Bryn Mawr-Skyway,US,Los Angeles,False,True,True,complaining
1123,1993-01-13,1993-01-17,Blake Davis,Vanessa Chapman,14.93333,-91.11667,Chichicastenango,GT,Guatemala,False,False,True,out-of-control
1124,2001-04-27,2001-06-20,Jeffrey Sanders,Garrett Cook,-8.76194,-63.90389,Porto Velho,BR,Porto Velho,True,False,True,insulting
1125,1986-07-14,1986-09-01,Gina Kim,Dawn Simmons,33.95015,-118.03917,South Whittier,US,Los Angeles,True,True,True,confessing
1126,2007-01-24,2007-02-23,Charles Perez,Victoria Rodriguez,42.58342,-71.8023,Fitchburg,US,New York,False,False,True,panicking
1127,2009-10-24,2009-12-16,Travis Bird,Annette Barrett,32.5007,-94.74049,Longview,US,Chicago,False,True,False,happy
1128,2008-01-19,2008-01-27,Andrew Mcmillan,Teresa Sanchez,26.2173,-80.22588,North Lauderdale,US,New York,False,True,True,happy
1129,1995-02-28,1995-03-16,Elijah Brown,Paul Garner,33.98154,-81.23621,Lexington,US,New York,False,True,False,out-of-control
1130,2019-03-30,2019-04-15,Daniel Kelley,Shawn Huang,-3.14306,-58.44417,Itacoatiara,BR,Manaus,False,False,True,lonely
1131,1988-02-14,1988-02-21,Karen Bauer,Larry Braun,47.80527,-122.24064,Bothell West,US,Los Angeles,False,False,True,sad
1132,2015-02-16,2015-03-28,Chelsey Sanchez,Jacob Santiago,32.42067,-104.22884,Carlsbad,US,Denver,False,True,True,injured
1133,1989-12-20,1990-02-13,Darryl Simon,Wayne Knight,-22.53722,-42.98194,Guapimirim,BR,Sao Paulo,True,False,True,scared
1134,2001-06-16,2001-07-19,Samantha Ramirez,Ronald Friedman,33.76446,-117.79394,North Tustin,US,Los Angeles,False,True,True,scared
1135,1991-02-21,1991-03-30,Dr. Robert Perry,Brian Hickman,50.26729,-119.27337,Vernon,CA,Vancouver,False,True,True,scared
1136,2018-05-23,2018-07-02,Jennifer Mckinney,Anita Gray,19.64745,-102.04897,Paracho de Verduzco,MX,Mexico City,False,True,True,over-complimenting
1137,1990-06-16,1990-07-07,Troy Webb,Ashley Carr,25.67927,-80.31727,Kendall,US,New York,True,True,True,scared
1138,2002-01-15,2002-03-04,Jamie Gonzalez,Joshua Curtis,3.8801,-77.03116,Buenaventura,CO,Bogota,False,True,True,hostile
1139,2008-09-24,2008-11-05,Laura Roberts,Teresa Sanchez,-29.2975,-51.50361,Carlos Barbosa,BR,Sao Paulo,False,True,True,accusatory
1140,2020-04-29,2020-06-10,Thomas Hernandez,Shelley Sheppard,41.47892,-87.45476,Schererville,US,Chicago,False,True,True,evasive
1141,1998-01-22,1998-01-28,Stephanie Tran,Brandi Jones,43.16547,-77.70066,Gates-North Gates,US,New York,False,True,True,lonely
1142,2012-04-24,2012-06-01,Julia Taylor,Christine Obrien,-19.72806,-50.19556,Iturama,BR,Sao Paulo,False,True,True,accusatory
1143,2008-03-12,2008-04-20,Melinda Johnston,Denise Johnson,-2.13404,-79.59415,Milagro,EC,Guayaquil,False,False,True,hostile
1144,2016-01-12,2016-01-28,Summer Parker,Destiny Peterson,42.7392,-84.62081,Waverly,US,Detroit,False,False,True,insulting
1145,2020-04-04,2020-05-22,Robert Irwin,Samuel Jackson,35.25064,-91.73625,Searcy,US,Chicago,False,True,True,happy
1146,1994-01-09,1994-01-09,Shannon Butler,Joseph Rogers,41.16704,-73.20483,Bridgeport,US,New York,False,True,True,oblivious
1147,1985-09-12,1985-10-13,Benjamin Bell,Austin Summers,-36.9256,-73.02841,Chiguayante,CL,Santiago,False,False,False,out-of-control
1148,1992-02-20,1992-04-03,Jasmine Elliott,Scott Anderson Jr.,-20.87306,-48.29694,Viradouro,BR,Sao Paulo,False,True,True,worried
1149,2006-02-19,2006-03-31,Victor Hall,Kevin Contreras,-12.91667,-39.25,Muritiba,BR,Bahia,False,True,False,scared
1150,2018-03-05,2018-04-04,John Diaz MD,Brett Wood,45.0408,-93.263,Columbia Heights,US,Chicago,True,False,True,evasive
1151,2009-05-09,2009-07-07,Amy Wright,Karen Weber,9.92787,-84.13722,San Rafael,CR,Costa Rica,False,False,True,fleeing
1152,1995-06-09,1995-06-17,Jessica Wilson,Kaitlyn Johns,20.74122,-100.44843,Santa Rosa Jauregui,MX,Mexico City,True,False,True,fleeing
1153,1988-09-04,1988-09-25,Lisa Brown,Richard Harris,-23.44361,-51.87389,Sarandi,BR,Sao Paulo,False,True,True,silent
1154,2006-06-05,2006-07-16,Sheila Green,Dr. Crystal Mccormick,7.83389,-72.47417,Villa del Rosario,CO,Bogota,False,True,True,complaining
1155,1985-10-31,1985-12-29,Sara Anderson,Amy Moore,-11.94306,-76.70944,Chosica,PE,Lima,False,False,True,confessing
1156,2018-09-08,2018-09-25,Megan Mcdonald,Dawn Simmons,11.84962,-86.19903,Jinotepe,NI,Managua,True,False,True,confessing
1157,2013-12-10,2014-01-04,Kristen Marquez,Logan Duncan,42.93369,-72.27814,Keene,US,New York,False,False,True,sad
1158,2002-09-29,2002-10-04,Ryan Schmitt,Angelica Chan,33.41012,-91.06177,Greenville,US,Chicago,False,True,True,talkative
1159,2022-06-14,2022-07-03,Sean Gibson,Megan Livingston,-19.7625,-44.31389,Esmeraldas,BR,Sao Paulo,False,False,True,happy
1160,1988-05-23,1988-06-29,Douglas Rivera,Sandra Ramos,-22.92306,-53.13722,Loanda,BR,Sao Paulo,True,True,True,oblivious
1161,2019-05-24,2019-06-23,Christine Austin,Jerry Erickson,22.98212,-80.58556,Corralillo,CU,Havana,False,True,True,scared
1162,2003-08-10,2003-10-02,Nicholas Pennington,John Carlson,33.72255,-116.37697,Palm Desert,US,Los Angeles,False,True,True,complaining
1163,2013-01-19,2013-03-01,Jimmy Carroll,Loretta Wood,25.87972,-97.50417,Heroica Matamoros,MX,Matamoros,False,True,True,over-complimenting
1164,1990-08-11,1990-09-28,David Hill,Brett Scott,38.06084,-97.92977,Hutchinson,US,Chicago,False,False,True,oblivious
1165,2012-04-25,2012-04-26,Jared Johnson,Jacob Salazar,45.43341,-73.86586,Beaconsfield,CA,Toronto,False,True,True,confessing
1166,2015-09-06,2015-10-05,Anthony Huber,Belinda Thompson,-34.64966,-58.38341,Barracas,AR,Argentina,True,True,False,friendly
1167,2000-01-13,2000-03-09,Michael Miller,Jennifer Malone,-15.21194,-75.11028,Minas de Marcona,PE,Lima,False,True,True,accusatory
1168,2014-11-29,2014-12-12,Lee Morris,Brett Scott,-19.7625,-44.31389,Esmeraldas,BR,Sao Paulo,True,False,False,silent
1169,2008-04-25,2008-05-10,Brittany Walls,Sarah Reynolds,40.94065,-73.99681,Dumont,US,New York,False,True,True,fleeing
1170,2003-07-28,2003-07-30,Bradley Estrada,Lacey Brown,35.25064,-91.73625,Searcy,US,Chicago,False,False,True,talkative
1171,1991-12-21,1992-01-06,Joseph Escobar,James Anderson,45.44868,-73.81669,Pointe-Claire,CA,Toronto,False,True,True,worried
1172,2008-05-24,2008-06-19,Patricia Allen,Bethany Chen,28.15112,-82.46148,Lutz,US,New York,False,True,True,evasive
1173,2009-10-17,2009-10-28,Lori Cline,Megan West,36.61033,-88.31476,Murray,US,Chicago,False,False,True,hostile
1174,2000-12-31,2001-01-17,Kayla Sellers,Ms. Sheila Campbell MD,-3.74912,-73.25383,Iquitos,PE,Lima,False,False,True,hostile
1175,2016-08-26,2016-09-17,Elizabeth Villegas,Kathleen Hicks,27.09978,-82.45426,Venice,US,New York,True,True,True,panicking
1176,1995-06-23,1995-06-24,Randall Oliver,Anthony Harris,45.16024,-93.08883,Lino Lakes,US,Chicago,False,True,True,fleeing
1177,1998-04-04,1998-05-01,Brian Skinner,Jordan Torres,-10.90889,-37.03861,Barra dos Coqueiros,BR,Maceio,False,False,True,silent
1178,1988-09-01,1988-10-01,Bryan Ortega,Ryan Watkins,40.5576,-74.28459,Woodbridge,US,New York,False,True,True,oblivious
1179,2014-04-10,2014-04-19,Kayla Miller,Kimberly Cooper,40.58654,-122.39168,Redding,US,Los Angeles,False,True,True,paranoid
1180,1985-11-14,1985-12-19,Scott Hicks,Dominic Peters,33.41012,-91.06177,Greenville,US,Chicago,False,True,True,insulting
1181,2004-12-25,2005-01-01,Joshua Hall,Todd Robinson,38.06084,-97.92977,Hutchinson,US,Chicago,False,False,False,tense
1182,2003-12-15,2003-12-16,Vickie Kim,Emily Mccoy,42.93369,-72.27814,Keene,US,New York,False,True,True,friendly
1183,1993-08-25,1993-09-25,Laura Donaldson,Jordan Torres,45.49428,-122.86705,Aloha,US,Los Angeles,False,True,True,hostile
1184,2013-03-25,2013-04-02,Daniel Cameron,Dean Martinez,19.64745,-102.04897,Paracho de Verduzco,MX,Mexico City,False,True,True,insulting
1185,2021-08-11,2021-09-01,Kendra Fletcher,Jacob Santiago,9.15093,-79.62098,Chilibre,PA,Panama,False,True,True,complaining
1186,1987-03-13,1987-03-17,Jacob Stewart,Shelley Richardson,-10.95817,-38.79084,Tucano,BR,Bahia,False,False,True,panicking
1187,2021-05-30,2021-06-29,Katherine Wells,Marie Hill,-15.21194,-75.11028,Minas de Marcona,PE,Lima,False,False,True,oblivious
1188,2007-10-14,2007-11-30,Karen Carson,Garrett Cook,18.00747,-76.78319,New Kingston,JM,Jamaica,True,True,True,unhappy
1189,1986-01-22,1986-03-11,Carol Burke,Todd Garcia,40.94065,-73.99681,Dumont,US,New York,False,True,True,fleeing
1190,2006-05-14,2006-06-06,Sara Parker,Rose Reed,-33.59217,-70.6996,San Bernardo,CL,Santiago,False,False,True,accusatory
1191,2017-10-17,2017-11-10,Christina Smith,William Wood,13.73417,-89.71472,Sonzacate,SV,El Salvador,False,False,True,out-of-control
1192,2010-07-17,2010-09-03,Stephen Dixon,Jeanne Green,40.81,-73.9625,Morningside Heights,US,New York,False,True,True,lonely
1193,2010-09-02,2010-10-21,Shane Blair,John Barr,-15.21194,-75.11028,Minas de Marcona,PE,Lima,False,True,True,injured
1194,1987-04-09,1987-05-23,Tiffany Palmer,Nicole Hinton,33.72255,-116.37697,Palm Desert,US,Los Angeles,True,False,True,confessing
1195,2017-05-09,2017-06-03,Natasha Sherman,Jerry Collins,27.09978,-82.45426,Venice,US,New York,False,False,True,panicking
1196,2006-10-02,2006-11-14,Angela Chen,William Wood,-25.42944,-50.00639,Palmeira,BR,Sao Paulo,False,False,True,fleeing
